Timestamp,City,Energy_Demand_MW,Solar_Generation_MW,Wind_Generation_MW,Hydro_Generation_MW,Total_Renewable_MW,Grid_Power_Needed_MW,Battery_Storage_MWh,Temperature_C,Cloud_Cover_%,Wind_Speed_mps,Rainfall_mm
2023-03-11 00:00:00,New Delhi,6017.79,0.0,1.61,106.99,1108.61,4909.18,0.0,30.162573873739735,19.4593437640911,4.805433771261621,0.0
2023-03-11 01:00:00,New Delhi,5111.21,0.0,200.0,150.13,350.13,4761.08,0.0,24.38365797329698,15.671301398523497,18.675626182366422,3.4973602034718474
2023-03-11 02:00:00,New Delhi,5148.95,0.0,0.0,111.25,111.25,5037.71,0.0,28.088487700833156,48.14827904277834,2.019219071086451,9.921519587965374
2023-03-11 03:00:00,New Delhi,5846.46,0.0,0.0,136.74,136.74,5709.72,0.0,39.96065037343534,63.88763393703512,2.7897418138756636,0.0
2023-03-11 04:00:00,New Delhi,3967.91,0.0,200.0,101.98,301.98,3665.93,0.0,22.799304112711628,71.90193449356508,19.8360317286646,6.911751168994242
2023-03-11 05:00:00,New Delhi,3810.97,0.0,8.44,94.46,102.89,3708.08,0.0,24.816575028142488,2.2303353526606062,6.132854571759314,7.000838424862259
2023-03-11 06:00:00,New Delhi,4286.13,0.0,69.22,93.05,162.27,4123.87,0.0,35.446307226389216,67.80697962525056,9.318902738253147,0.0
2023-03-11 07:00:00,New Delhi,3820.96,22.62,200.0,146.36,368.98,3451.98,0.0,32.35683345109538,89.07498436506475,15.707990286951432,0.0
2023-03-11 08:00:00,New Delhi,3638.34,229.23,200.0,161.64,590.86,3047.48,0.0,31.920181122813382,42.69355200434733,19.13687834205711,2.8523413625345597
2023-03-11 09:00:00,New Delhi,3704.24,128.83,0.01,146.12,274.96,3429.28,0.0,33.79750837444749,77.22500054251343,3.2638917386774358,13.750936763253778
2023-03-11 10:00:00,New Delhi,3463.59,673.6,200.0,94.4,968.0,2495.59,0.0,29.186260383700603,2.773675288191757,13.912210362735706,4.459789562151724
2023-03-11 11:00:00,New Delhi,4019.55,718.91,200.0,161.03,1079.94,2939.61,0.0,35.33791117374913,6.9664937374341545,14.554384365960516,8.434031620589083
2023-03-11 12:00:00,New Delhi,3204.42,335.06,17.66,128.46,481.17,2723.25,0.0,20.19120818085536,58.11806682721408,7.007511647452322,10.327557960331532
2023-03-11 13:00:00,New Delhi,3805.88,8.87,0.0,158.95,167.82,3638.06,0.0,24.750017929766855,98.85270597138579,3.0935575135316062,7.201611590175986
2023-03-11 14:00:00,New Delhi,4343.0,225.43,3.03,92.45,320.91,4022.08,0.0,27.317751430511308,67.46202037225237,5.227231588957126,19.160772166150377
2023-03-11 15:00:00,New Delhi,4318.98,251.78,0.01,141.34,393.12,3925.86,0.0,22.988632465380043,55.49140412346577,3.280736471080079,6.358570741383845
2023-03-11 16:00:00,New Delhi,4955.7,66.56,174.21,143.38,384.14,4571.56,0.0,26.095976446142494,83.36118677571899,11.59517496100836,8.001040784791043
2023-03-11 17:00:00,New Delhi,6251.61,189.1,115.82,139.11,444.04,5807.58,0.0,35.40203909259833,8.66966854279152,10.5017434389033,18.994948587257923
2023-03-11 18:00:00,New Delhi,6299.18,0.0,200.0,144.54,344.54,5954.64,0.0,32.741947630214625,99.60640179447321,19.619994513935758,0.0
2023-03-11 19:00:00,New Delhi,5468.95,0.0,200.0,147.74,347.74,5121.21,0.0,23.234429320545562,23.081691476724984,18.373567800195506,0.0
2023-03-11 20:00:00,New Delhi,6408.13,0.0,200.0,115.01,315.01,6093.12,0.0,30.20443360128635,66.94113485041174,18.260253337476716,3.8762039437742195
2023-03-11 21:00:00,New Delhi,6829.75,0.0,200.0,153.73,353.73,6476.02,0.0,33.373917222661845,23.566097827975096,19.02195253988734,4.556134703559412
2023-03-11 22:00:00,New Delhi,6659.26,0.0,159.69,129.79,289.48,6369.78,0.0,32.36787066798931,49.79528094436462,11.349398214488737,0.8660136902780184
2023-03-11 23:00:00,New Delhi,5382.71,0.0,78.31,95.02,173.33,5209.38,0.0,22.47386269842468,47.920994688780404,9.584178117933984,3.3231180615335276
2023-03-12 00:00:00,New Delhi,5296.64,0.0,41.57,149.99,191.56,5105.08,0.0,23.552057578049347,30.78641406747917,8.331319931123582,14.004441505120106
2023-03-12 01:00:00,New Delhi,5700.47,0.0,4.48,117.2,121.68,5578.79,0.0,30.076963452846037,87.28789264258167,5.536597150880285,0.0
2023-03-12 02:00:00,New Delhi,4798.02,0.0,200.0,148.17,348.17,4449.86,0.0,24.47020815577438,60.8089989338917,17.58302990419949,4.863357854588417
2023-03-12 03:00:00,New Delhi,4376.45,0.0,70.73,146.36,217.09,4159.35,0.0,23.627187206457577,31.095632222590996,9.364515524047334,4.098725804275487
2023-03-12 04:00:00,New Delhi,5002.74,0.0,200.0,159.27,359.27,4643.46,0.0,35.26531092061482,1.6964330388139381,17.402985606871933,0.0
2023-03-12 05:00:00,New Delhi,4037.37,0.0,82.24,150.72,232.96,3804.41,0.0,27.7761127490812,60.78427363775213,9.69264181973214,5.6839199250419705
2023-03-12 06:00:00,New Delhi,3499.18,0.0,0.0,121.88,121.88,3377.3,0.0,24.348087883411896,61.938002355842755,2.8700381596383084,6.332955367155557
2023-03-12 07:00:00,New Delhi,3578.82,71.15,78.55,112.54,262.25,3316.58,0.0,28.72212252371174,65.63683944905333,9.591050509483095,4.968958908743661
2023-03-12 08:00:00,New Delhi,3210.03,83.09,67.13,138.2,288.43,2921.6,0.0,25.2195002708953,79.22650184193179,9.254745763382147,2.4449284760678336
2023-03-12 09:00:00,New Delhi,3562.15,224.83,200.0,149.12,573.95,2988.2,0.0,31.54205289202836,60.25532516872284,19.009845145749303,3.0082043714205815
2023-03-12 10:00:00,New Delhi,3884.13,521.11,0.0,91.56,612.67,3271.47,0.0,35.76555107117578,24.78433611369908,0.8124661744652917,7.752969117649964
2023-03-12 11:00:00,New Delhi,3443.29,289.84,0.0,123.49,413.33,3029.95,0.0,26.687602623933497,62.491790923639975,2.604422475184187,0.0
2023-03-12 12:00:00,New Delhi,4084.6,325.22,2.84,158.52,486.58,3598.02,0.0,32.60410578459887,59.34723208088888,5.178410444032464,19.275025603108514
2023-03-12 13:00:00,New Delhi,4411.75,600.15,200.0,129.9,930.05,3481.7,0.0,32.66989984321409,22.334413571719082,12.090241725964288,14.74941215921794
2023-03-12 14:00:00,New Delhi,4250.37,97.89,47.25,110.66,255.79,3994.58,0.0,26.201949047530977,85.87124248177749,8.56363267631255,2.7558632302762938
2023-03-12 15:00:00,New Delhi,4885.81,355.16,200.0,92.26,647.43,4238.38,0.0,29.28677978361903,37.215141413253924,14.95752679404226,0.0
2023-03-12 16:00:00,New Delhi,5024.82,160.96,0.19,106.82,267.97,4756.85,0.0,26.808603706827867,59.76119596631012,3.8828406077249267,5.877118683262815
2023-03-12 17:00:00,New Delhi,6158.14,207.02,9.37,124.91,341.31,5816.84,0.0,34.4989770454237,0.016901675376324032,6.244812947288805,0.0
2023-03-12 18:00:00,New Delhi,6275.2,0.0,200.0,93.71,293.71,5981.49,0.0,32.52213750964582,79.03704830568573,14.224336731836097,0.0
